time,fromsymbol,tosymbol,open,high,low,close,volume_from,volume_to
1563675000,BTC,USD,10699.579576109118,10708.491096067044,10699.0909378703,10707.9623115617,11.312905400000005,120971.40643351946
1563675060,BTC,USD,10707.9623115617,10708.778973669572,10700.237390502754,10701.447599081204,48.50639829,523955.79019589844
1563675120,BTC,USD,10701.447599081204,10706.782944883333,10700.80774584986,10706.57273625775,11.949943350000002,127758.66168013374
1563675180,BTC,USD,10706.57273625775,10707.305316478629,10702.160412623189,10706.753161457276,3.75005611,40099.40541033322
1563675240,BTC,USD,10706.753161457276,10708.969877181933,10706.723389322242,10708.63181330554,7.55671547,80889.74946472871
1563675300,BTC,USD,10708.63181330554,10712.158643116845,10708.265862470686,10711.076383172409,10.921474030000002,116835.45498203707
1563675360,BTC,USD,10711.076383172409,10713.121009502898,10710.556968756271,10713.121009502898,7.9198720699999985,84796.05184687313
1563675420,BTC,USD,10713.121009502898,10722.997418607269,10713.375807331751,10721.896787333666,10.23955219,109714.89725532754
1563675480,BTC,USD,10721.896787333666,10735.85584362461,10721.876380294872,10735.336687894222,67.35394864999999,722175.9107417249
1563675540,BTC,USD,10735.336687894222,10735.9575528749,10733.176449717375,10733.176449717375,16.81523689,180658.52406425407
1563675600,BTC,USD,10733.176449717375,10734.011502695948,10730.79198221782,10731.99556591345,24.93426545,268247.2992766972
1563675660,BTC,USD,10731.99556591345,10732.158441000214,10713.619777948792,10713.72538453834,38.752837113800005,415642.05374166905
1563675720,BTC,USD,10713.72538453834,10714.47302344635,10711.083130672874,10712.982956872409,8.000316009999999,85698.36429806867
1563675780,BTC,USD,10712.982956872409,10712.982956872409,10706.112870912917,10709.604558399276,11.87784994,127138.92288295008
1563675840,BTC,USD,10709.604558399276,10709.607470034049,10693.959484061106,10694.04396828153,63.11006664,675048.8207845226
1563675900,BTC,USD,10694.04396828153,10711.043766165134,10694.041232202524,10710.167915575792,16.238109400000003,173697.89609023096
1563675960,BTC,USD,10710.167915575792,10710.592225975604,10693.233263542152,10695.440245129008,16.348215149999998,174759.87248640766
1563676020,BTC,USD,10695.440245129008,10702.304200589091,10689.51687042044,10701.471553204408,52.84456686,564605.7252710619
1563676080,BTC,USD,10701.471553204408,10704.900387434838,10701.091458356708,10703.33608913276,10.137415040000002,108443.32547584275
1563676140,BTC,USD,10703.33608913276,10704.543031996209,10700.660322738066,10700.959165720818,1.7504961899999998,18744.58464028746
1563676200,BTC,USD,10700.959165720818,10704.234352883484,10700.167697859,10703.918252923397,5.9835414700000005,64037.65071442376
1563676260,BTC,USD,10703.918252923397,10712.76112778458,10702.635251506345,10709.942201044327,10.79092448,115696.82407532133
1563676320,BTC,USD,10709.942201044327,10710.332477726875,10698.961972886009,10702.756271088696,13.94787154,149223.66023032664
1563676380,BTC,USD,10702.756271088696,10702.756271088696,10696.989559889607,10700.647461703575,26.36038934,284117.7365023237
1563676440,BTC,USD,10700.647461703575,10700.988342296328,10698.786768536651,10698.978716668764,6.5342630999999995,69855.54063900575
1563676500,BTC,USD,10698.978716668764,10700.917620608176,10692.320411002544,10693.327228646573,8.173449269999999,87371.78283199179
1563676560,BTC,USD,10693.327228646573,10693.327265779762,10678.20691267506,10685.711458880292,77.01534202999999,822140.8146544688
1563676620,BTC,USD,10685.711458880292,10691.305885326175,10676.174650300414,10679.107166598857,30.11262004,321416.91783451487
1563676680,BTC,USD,10679.107166598857,10679.107166598857,10644.82205607006,10665.69581400121,119.7335151,1275169.0933583102
1563676740,BTC,USD,10665.69581400121,10681.114515171479,10661.214298302766,10680.856460994533,59.98011513000001,639505.3684064305
1563676800,BTC,USD,10680.856460994533,10688.198936971845,10675.850973262237,10686.409095756297,27.02079768000001,288446.93864153785
1563676860,BTC,USD,10686.409095756297,10692.590720214477,10685.525724881429,10692.590720214477,16.700158630000004,178399.93633449872
1563676920,BTC,USD,10692.590720214477,10693.665349872615,10690.773966451448,10692.763663443557,3.97498763,42488.57863734685
1563676980,BTC,USD,10692.763663443557,10718.758646195778,10692.110068708305,10710.317975111991,65.52792815999999,700797.0729763524
1563677040,BTC,USD,10710.317975111991,10712.395609390158,10707.453720072519,10709.049712687669,14.973360969999998,162247.01715921765
1563677100,BTC,USD,10709.049712687669,10712.443285782525,10706.960846233296,10707.01483107309,12.89313783,137981.820541038
1563677160,BTC,USD,10707.01483107309,10711.39130848105,10707.150833640766,10711.180212608875,3.96425015,42446.807674250114
1563677220,BTC,USD,10711.180212608875,10713.442715098045,10711.067011221712,10712.713637394334,1.7983491499999995,19252.46802854481
1563677280,BTC,USD,10712.713637394334,10713.713288299956,10710.502803658059,10713.713288299956,5.94259268,63652.56643466144
1563677340,BTC,USD,10713.713288299956,10713.737420999296,10705.254178832443,10705.678029225091,3.6983558199999993,39562.839393069065
1563677400,BTC,USD,10705.678029225091,10705.678037266469,10701.608238619185,10701.906505805568,10.216762270000002,109307.34709157592
1563677460,BTC,USD,10701.906505805568,10702.686597529837,10695.650264599226,10696.292233799373,11.068084280000004,118203.00595622967
1563677520,BTC,USD,10696.292233799373,10696.19164654906,10691.877809717977,10694.92360265866,7.69843289,82293.13562785227
1563677580,BTC,USD,10694.92360265866,10694.920671057038,10678.539902617988,10678.539902617988,40.30195893999999,430364.1025880649
1563677640,BTC,USD,10678.539902617988,10672.623468468268,10662.897047175284,10669.352017089741,19.673415410000004,209699.63300183442
1563677700,BTC,USD,10669.352017089741,10675.297383320642,10668.905968614336,10672.860408264254,47.6100677,513612.0047166758
1563677760,BTC,USD,10672.860408264254,10673.665932539148,10666.61746159227,10669.90265194927,6.687740799999999,71407.55648012138
1563677820,BTC,USD,10669.90265194927,10679.191846588408,10669.896859508006,10678.10131872843,14.84018707,158393.3679347576
1563677880,BTC,USD,10678.10131872843,10678.476317997967,10676.482384443992,10676.563702161906,3.94078029,42075.856617365185
1563677940,BTC,USD,10676.563702161906,10677.69678364114,10673.817621421666,10673.817621421666,7.4646021,79877.47302895645
1563678000,BTC,USD,10673.817621421666,10673.614197903089,10653.09105210968,10653.859575382568,21.000921519999988,223818.04831193332
1563678060,BTC,USD,10653.859575382568,10655.705756601536,10635.939176405767,10639.492404507431,58.06599874000001,617632.9805071504
1563678120,BTC,USD,10639.492404507431,10639.164278586215,10615.70367735886,10615.70367735886,188.09662287,1996060.1789280581
1563678180,BTC,USD,10615.70367735886,10616.117124778388,10564.249272397445,10612.050342186054,480.4876087,5079963.574379168
1563678240,BTC,USD,10612.050342186054,10618.206948822868,10586.197343197438,10586.197343197438,64.69554270020001,685652.7033977449
1563678300,BTC,USD,10586.197343197438,10616.944115805338,10585.819343822308,10616.944115805338,67.32009510460003,713117.0615300171
1563678360,BTC,USD,10616.944115805338,10618.525716162743,10607.730169867802,10609.63829986252,22.07730718,234224.9555277447
1563678420,BTC,USD,10609.63829986252,10611.128148152071,10606.11795050294,10606.11795050294,27.01841132,286424.0292937485
1563678480,BTC,USD,10606.11795050294,10606.772878191628,10599.601143230264,10601.152353119129,27.71635652,293598.3587847655
1563678540,BTC,USD,10601.152353119129,10600.296219325488,10591.965672914046,10600.296219325488,116.92810680000002,1236401.830632961
1563678600,BTC,USD,10600.296219325488,10613.22097347272,10601.801720313051,10607.751789149543,12.22101418,129553.61495126858
1563678660,BTC,USD,10607.751789149543,10610.246370406,10603.927917622437,10603.930796838122,23.40550091,253060.15563904968
1563678720,BTC,USD,10603.930796838122,10608.797331625206,10603.501536826374,10606.846424542924,13.621642120000002,144371.73091905378
1563678780,BTC,USD,10606.846424542924,10618.57502786128,10605.379129159273,10618.57502786128,56.53753835999997,599589.6539069706
1563678840,BTC,USD,10618.57502786128,10626.074128153594,10616.15124575446,10622.137467860755,17.388230250000003,184678.58842434836
1563678900,BTC,USD,10622.137467860755,10622.07235676344,10617.22020636904,10617.630030226263,10.817504699999999,114746.52509280265
1563678960,BTC,USD,10617.630030226263,10617.398980308384,10606.553553536154,10607.815470189367,43.89326807000001,465403.92992306256
1563679020,BTC,USD,10607.815470189367,10607.828518633753,10600.704735446403,10606.524915112655,11.57630639,122610.57377775814
1563679080,BTC,USD,10606.524915112655,10607.933141468271,10599.815035556729,10602.545992776084,8.362563070000002,88631.79386802486
1563679140,BTC,USD,10602.545992776084,10603.769780039085,10598.910124990696,10598.910124990696,7.88504308,83519.79491008687
1563679200,BTC,USD,10598.910124990696,10605.918444618525,10596.471745040246,10605.489501927028,15.41138412,163324.70871794855
1563679260,BTC,USD,10605.489501927028,10605.492059631657,10601.252504798336,10601.63271465435,21.01858234,222740.6633350469
1563679320,BTC,USD,10601.63271465435,10608.766273773615,10603.245627769134,10608.766273773615,26.84344752,285470.1809316783
1563679380,BTC,USD,10608.766273773615,10614.437479468077,10608.766273773615,10614.437479468077,11.604654650000004,123334.49962022346
1563679440,BTC,USD,10614.437479468077,10615.990466022617,10614.042159534942,10614.801221651742,5.102216189999999,54107.168741428985
1563679500,BTC,USD,10614.801221651742,10615.57064164562,10611.1257459258,10613.64481556774,2.5519258300000005,27074.143331868847
1563679560,BTC,USD,10613.64481556774,10615.638803789554,10610.182710588879,10611.62004097647,14.363106089999995,152337.90740720025
1563679620,BTC,USD,10611.62004097647,10617.50697628694,10611.538743146291,10617.50697628694,8.33766825,88481.23253037834
1563679680,BTC,USD,10617.50697628694,10629.235386599254,10617.527208057494,10627.84848114722,13.24483702,140620.32759448857
1563679740,BTC,USD,10627.84848114722,10632.39641912769,10627.742305936352,10631.103465294356,8.617568370000003,91614.2223854669
1563679800,BTC,USD,10631.103465294356,10632.68087821528,10619.08952070433,10619.08952070433,36.12349985,383624.05486191117
1563679860,BTC,USD,10619.08952070433,10617.322882412482,10606.5901989773,10606.5901989773,40.18877961999999,426070.9467087903
1563679920,BTC,USD,10606.5901989773,10609.127578573984,10605.434781796945,10606.833479616558,5.118081759999998,54251.26298823617
1563679980,BTC,USD,10606.833479616558,10610.628711602929,10606.503633373395,10610.028834533392,21.087167100000013,224460.33538023836
1563680040,BTC,USD,10610.028834533392,10615.568945524708,10609.999988583091,10613.885515225264,15.1131061,161190.89578072558
1563680100,BTC,USD,10613.885515225264,10617.37760499812,10611.167335048973,10617.377604242654,6.25224296,66336.9873958535
1563680160,BTC,USD,10617.377604242654,10622.919458493863,10615.629427785778,10621.777523258728,15.62316289,165772.24407986534
1563680220,BTC,USD,10621.777523258728,10623.78545095443,10620.603286539157,10623.045323870392,3.3484442100000007,35541.9759856141
1563680280,BTC,USD,10623.045323870392,10623.048087545008,10619.431505441087,10622.137491529118,7.910931909999999,83944.76402882981
1563680340,BTC,USD,10622.137491529118,10621.859606062431,10619.715048610951,10620.427501410555,7.60782844,80740.8154738469
1563680400,BTC,USD,10620.427501410555,10625.283280235026,10620.427499067388,10621.65566729764,12.369583730000002,131306.57089448706
1563680460,BTC,USD,10621.65566729764,10626.676690418848,10621.71764142184,10625.230716534694,10.06559438,106925.7166976474
1563680520,BTC,USD,10625.230716534694,10625.790658098827,10622.972463518685,10624.411340398356,2.2593284299999987,23994.248459820898
1563680580,BTC,USD,10624.411340398356,10626.434587802947,10624.480981488416,10626.434587802947,3.54317358,37631.85591330618
1563680640,BTC,USD,10626.434587802947,10631.509973780696,10625.24972697823,10628.984178012965,16.429510609999994,175915.76974500774
1563680700,BTC,USD,10628.984178012965,10629.746534401469,10625.880087345326,10628.742418155332,4.996685299999998,53089.59527321144
1563680760,BTC,USD,10628.742418155332,10628.742418155332,10622.157093368884,10622.157093368884,19.524401069999996,207252.7480000988
1563680820,BTC,USD,10622.157093368884,10625.266521761325,10617.13407456763,10617.13407456763,12.547670570000005,133140.22084900856
1563680880,BTC,USD,10617.13407456763,10618.663104573696,10615.583741871851,10618.663104573696,4.559609170000001,48328.70736162794
1563680940,BTC,USD,10618.663104573696,10620.702262065759,10616.75974338398,10617.938962625496,4.86096699,51578.096032731555
1563681000,BTC,USD,10617.938962625496,10618.610660240056,10616.436491634066,10616.436491634066,1.84783802,19603.264610572307
1563681060,BTC,USD,10616.436491634066,10616.472555006754,10613.832539619809,10613.979892232304,2.3768146099999994,25218.9710271481
1563681120,BTC,USD,10613.979892232304,10613.979885763016,10611.67341428527,10611.7968898648,8.911663419999998,94545.5134369415
1563681180,BTC,USD,10611.7968898648,10612.7286012801,10607.053085392648,10607.053085392648,8.3301012,88381.80221609141
1563681240,BTC,USD,10607.053085392648,10606.999115492388,10599.823852775358,10600.038647021447,53.77156173999998,570056.7532662279
