time,fromsymbol,tosymbol,open,high,low,close,volume_from,volume_to
1563667200,BTC,USD,10764.239649354186,10770.285644979394,10755.804323437957,10755.804323437957,29.303924850000005,315531.7210342014
1563667260,BTC,USD,10755.804323437957,10758.61645563211,10749.186408549289,10750.826531075094,53.944468870000016,579507.9408605514
1563667320,BTC,USD,10750.826531075094,10750.082678300269,10736.635435927035,10736.635435927035,61.72853909999999,662375.4095462997
1563667380,BTC,USD,10736.635435927035,10737.067952188543,10700.073476658989,10701.656327782212,207.91314738000003,2226078.624309258
1563667440,BTC,USD,10701.656327782212,10718.42497354448,10703.87994334157,10712.512480481948,132.77727138999998,1420546.3332453063
1563667500,BTC,USD,10712.512480481948,10743.663209531434,10709.342884805505,10742.225201825144,99.49592475989999,1066841.6074376362
1563667560,BTC,USD,10742.225201825144,10760.539913198092,10742.684078701075,10757.307926302146,30.373479650000004,326564.0082509326
1563667620,BTC,USD,10757.307926302146,10763.563275059605,10757.745531959084,10760.213062242809,51.4511471805,553262.1529589547
1563667680,BTC,USD,10760.213062242809,10759.737848005714,10742.814071015317,10749.725267108744,32.93534726999999,353810.4902600686
1563667740,BTC,USD,10749.725267108744,10755.230290369496,10744.126683498609,10747.749094957371,40.552228770000006,435588.46269091923
1563667800,BTC,USD,10747.749094957371,10750.496548734072,10744.724488601732,10749.316475599417,58.19205398,624725.7608865764
1563667860,BTC,USD,10749.316475599417,10749.290039690568,10743.69971764357,10743.69971764357,45.19928765,490096.04375614703
1563667920,BTC,USD,10743.69971764357,10751.310455380179,10743.304222812409,10748.575789165676,40.206116850000015,434380.0699555675
1563667980,BTC,USD,10748.575789165676,10758.453273835672,10746.701644002504,10757.76153988538,34.42065611000001,369937.8565598153
1563668040,BTC,USD,10757.76153988538,10777.022496866472,10757.401591037984,10773.385694028033,41.63508893,448191.528029676
1563668100,BTC,USD,10773.385694028033,10776.249346657014,10768.28364379261,10776.247866599142,100.32121346,1081347.7068744388
1563668160,BTC,USD,10776.247866599142,10790.706341350373,10772.81842990218,10790.706341350373,46.79368539,504332.2605286008
1563668220,BTC,USD,10790.706341350373,10794.034841552597,10789.35672343708,10793.346359938227,28.050520800000005,302611.57894190925
1563668280,BTC,USD,10793.346359938227,10794.88302597104,10784.908766665554,10788.148988417275,107.08924248000004,1154601.4069676585
1563668340,BTC,USD,10788.148988417275,10795.562808434895,10787.700156076926,10795.562808434895,36.2971276728,391590.8831426254
1563668400,BTC,USD,10795.562808434895,10799.128688829624,10790.317983498411,10795.681042460394,45.22665279,488167.2666897094
1563668460,BTC,USD,10795.681042460394,10798.207292030458,10788.65482634118,10790.32670908051,21.86713969,235988.29110573808
1563668520,BTC,USD,10790.32670908051,10792.143515296491,10781.00988645144,10784.501749491996,35.7721569719,390309.5447307817
1563668580,BTC,USD,10784.501749491996,10785.924324725385,10782.76801720808,10785.275777848221,17.529720060000013,191307.1865683993
1563668640,BTC,USD,10785.275777848221,10787.95651275058,10784.63304016337,10786.627210432718,16.409939220000002,176693.02542045625
1563668700,BTC,USD,10786.627210432718,10786.818735000848,10776.41859181009,10779.746561924929,20.373198580000007,219402.92716329356
1563668760,BTC,USD,10779.746561924929,10781.787913249742,10776.46452588592,10776.675165566834,18.341044930000006,197573.525461707
1563668820,BTC,USD,10776.675165566834,10776.675165566834,10774.092741313018,10774.092741313018,4.5636529600000015,49104.593919087005
1563668880,BTC,USD,10774.092741313018,10777.973974943674,10774.776570357164,10776.84654782345,10.491917910000002,113052.704330128
1563668940,BTC,USD,10776.84654782345,10786.173346755502,10776.3738350406,10786.1733094072,3.5819814599999997,38596.33736811471
1563669000,BTC,USD,10786.1733094072,10786.286071090712,10783.823622112104,10786.241542001128,17.609685539999994,189661.28319897281
1563669060,BTC,USD,10786.241542001128,10797.220597723745,10785.85350347522,10796.75908743544,13.631886220000002,147059.13436313655
1563669120,BTC,USD,10796.75908743544,10804.260697990263,10797.935109235214,10801.338003665798,30.67395827,331285.5427572977
1563669180,BTC,USD,10801.338003665798,10806.342568335009,10800.053246844536,10806.33966319746,33.50304585000001,363762.7527649577
1563669240,BTC,USD,10806.33966319746,10807.659173925456,10796.539973089,10797.567514900196,46.34734980999999,500460.0795766922
1563669300,BTC,USD,10797.567514900196,10797.777382708748,10793.823016832192,10794.405752690938,10.433807129999998,112599.12696934759
1563669360,BTC,USD,10794.405752690938,10797.1770329576,10793.601140127355,10795.262079960916,8.277331020000002,89296.51740741482
1563669420,BTC,USD,10795.262079960916,10802.215118005295,10795.270573443611,10802.21511143553,14.90159055,160836.84751850658
1563669480,BTC,USD,10802.21511143553,10832.570608135597,10801.83549824348,10832.427607820837,78.31312295999997,847023.7111225466
1563669540,BTC,USD,10832.427607820837,10834.75160924749,10823.012587841044,10823.08472641798,35.346119430000016,382481.4092858622
1563669600,BTC,USD,10823.08472641798,10831.196082864146,10820.994260291927,10827.133789246336,7.46534795,80822.48397905019
1563669660,BTC,USD,10827.133789246336,10827.133789246336,10822.926476660541,10824.26546968449,13.52591081,146424.96635858453
1563669720,BTC,USD,10824.26546968449,10825.377300067064,10821.088858026977,10823.078298583869,24.1919217162,261736.18702440895
1563669780,BTC,USD,10823.078298583869,10830.78652557295,10822.848594672083,10830.272463152249,11.61551818,125715.46626099088
1563669840,BTC,USD,10830.272463152249,10830.5408570015,10828.336773950305,10830.136402139919,12.973861739999995,142254.6924025988
1563669900,BTC,USD,10830.136402139919,10832.952859948588,10828.29909051634,10832.654234823534,11.6247518307,125777.02817267686
1563669960,BTC,USD,10832.654234823534,10832.65418544498,10805.841183530883,10805.841183530883,51.41018407999999,555823.2378917086
1563670020,BTC,USD,10805.841183530883,10806.228290130217,10789.24350589047,10793.806450703609,96.3533738,1039422.8636022231
1563670080,BTC,USD,10793.806450703609,10798.186872052098,10790.996274176809,10791.001453415724,10.486563230000002,113096.0789787345
1563670140,BTC,USD,10791.001453415724,10798.446897288812,10786.501031014592,10790.072018799587,97.12683949,1047756.627864475
1563670200,BTC,USD,10790.072018799587,10793.357065533875,10783.818274097504,10792.954513413828,30.661871269999992,330418.54206258466
1563670260,BTC,USD,10792.954513413828,10796.432043276971,10792.688400759163,10793.997587010872,44.24252867,477184.6285490224
1563670320,BTC,USD,10793.997587010872,10805.8292995983,10794.22233470043,10804.626265566474,19.146693769999988,206557.98348602344
1563670380,BTC,USD,10804.626265566474,10808.562657867076,10797.402586037106,10807.420868834985,32.957164979999995,355799.8738747842
1563670440,BTC,USD,10807.420868834985,10811.573913585476,10805.850674858482,10806.643198454309,2.13072739,23032.667467004896
1563670500,BTC,USD,10806.643198454309,10806.643198454309,10793.693227051657,10795.87398637103,16.349734979999994,176447.4508433239
1563670560,BTC,USD,10795.87398637103,10805.49156340481,10795.311595612713,10805.491559708878,18.7983649,202950.54541137558
1563670620,BTC,USD,10805.491559708878,10808.039086594068,10805.348422213632,10806.586444747612,19.16321827,207012.46629137915
1563670680,BTC,USD,10806.586444747612,10815.516422958184,10806.586444747612,10809.5626066688,34.550824520000006,373683.2626350767
1563670740,BTC,USD,10809.5626066688,10809.46655016086,10804.40131076108,10808.08256752426,8.024988250000002,86872.9208391674
1563670800,BTC,USD,10808.08256752426,10807.637701074103,10804.513125021638,10804.513125021638,6.01108833,64909.591991760695
1563670860,BTC,USD,10804.513125021638,10804.673469218344,10800.467905157284,10803.811852374103,4.961120450000001,53588.480538881086
1563670920,BTC,USD,10803.811852374103,10803.65958160628,10792.166505932084,10793.922350973702,17.781118109999994,191991.54630658077
1563670980,BTC,USD,10793.922350973702,10794.55767446733,10791.472130140799,10793.674681997654,9.082067749999997,97931.43699288355
1563671040,BTC,USD,10793.674681997654,10793.683229028518,10787.71035933172,10788.284137767607,22.69005092,244753.7603243404
1563671100,BTC,USD,10788.284137767607,10790.835602372585,10785.362015072651,10790.83263938999,7.31648724,78889.95101197407
1563671160,BTC,USD,10790.83263938999,10805.265803476028,10787.389760799106,10805.265803476028,21.61242852,233183.96306335513
1563671220,BTC,USD,10805.265803476028,10808.54612383125,10804.946116432431,10808.54612383125,2.74872078,29671.2054692084
1563671280,BTC,USD,10808.54612383125,10808.709316332848,10806.171922239537,10806.206468123555,4.880888550000001,52701.19152777256
1563671340,BTC,USD,10806.206468123555,10819.229428543813,10804.303709179965,10819.229428543813,37.13976547000001,401453.4793067655
1563671400,BTC,USD,10819.229428543813,10819.908022006191,10811.46792553384,10815.171556776324,34.88004704000001,377263.5853048461
1563671460,BTC,USD,10815.171556776324,10816.664606461614,10811.847292082835,10812.55056765254,5.175799110000002,55959.93573233227
1563671520,BTC,USD,10812.55056765254,10813.730905890832,10811.489951698792,10813.390050045426,2.22463448,24046.5864648817
1563671580,BTC,USD,10813.390050045426,10819.13363043668,10813.390050045426,10819.13363043668,10.53713489,113967.1209929112
1563671640,BTC,USD,10819.13363043668,10820.346398791917,10817.45422902511,10818.947892128584,10.66460383,115376.60083327553
1563671700,BTC,USD,10818.947892128584,10821.25766100072,10817.750637139108,10819.070749760689,2.53670701,27440.192480743146
1563671760,BTC,USD,10819.070749760689,10820.167526847346,10813.514168638843,10813.514168638843,91.75087645,992696.431943252
1563671820,BTC,USD,10813.514168638843,10815.260309941592,10807.92035616696,10807.92035616696,7.56364674,81782.16268807769
1563671880,BTC,USD,10807.92035616696,10808.712143084156,10806.411604747009,10808.712143084156,4.262040090000001,46067.656836427384
1563671940,BTC,USD,10808.712143084156,10808.712143279768,10805.91007553106,10806.602411417885,6.31386125,68209.5280660648
1563672000,BTC,USD,10806.602411417885,10806.739752056345,10801.48590187771,10801.48590187771,4.71601815,50961.03171233479
1563672060,BTC,USD,10801.48590187771,10803.625966662663,10801.178300042424,10801.444883969089,8.0658794438,86991.55879632676
1563672120,BTC,USD,10801.444883969089,10801.839266539677,10800.465363133962,10800.465363133962,2.5373669199999997,27409.696030743442
1563672180,BTC,USD,10800.465363133962,10800.601569871256,10797.929788964682,10799.373402845396,5.823955449999999,62830.032467474295
1563672240,BTC,USD,10799.373402845396,10798.734423295717,10795.698117891085,10796.611213168682,6.974854519999999,75240.42798696997
1563672300,BTC,USD,10796.611213168682,10806.422432237212,10796.29127904864,10803.206189640983,14.82332133,160149.99112188988
1563672360,BTC,USD,10803.206189640983,10807.121584884258,10800.840234310579,10805.97690296425,5.634544649999999,60799.34330831969
1563672420,BTC,USD,10805.97690296425,10805.976904178402,10801.94691654265,10803.854035326614,9.04757888,97781.61641539213
1563672480,BTC,USD,10803.854035326614,10806.560319809803,10799.361595605207,10801.353647087672,8.854440440000003,95659.04150547343
1563672540,BTC,USD,10801.353647087672,10802.40079616522,10799.077419253586,10799.077419253586,6.89813894,74522.46523520382
1563672600,BTC,USD,10799.077419253586,10799.077419253586,10774.446885325984,10776.903463735518,60.80009378999999,655191.094164714
1563672660,BTC,USD,10776.903463735518,10783.96039468018,10775.30199904313,10781.202684549831,22.70389439000001,244438.3871214941
1563672720,BTC,USD,10781.202684549831,10780.300794935036,10776.720929336332,10780.140555706415,24.8287995,267579.3930836673
1563672780,BTC,USD,10780.140555706415,10783.879732411046,10779.656269566507,10783.867292563857,2.8077358400000008,30260.139746619723
1563672840,BTC,USD,10783.867292563857,10783.873744920096,10781.753791968158,10783.084484105506,10.482037449999998,113083.10889948305
1563672900,BTC,USD,10783.084484105506,10794.358848705364,10780.647434866622,10793.099406716934,13.427775519999996,144839.79749275322
1563672960,BTC,USD,10793.099406716934,10795.969710735391,10791.541716161471,10795.962689504915,2.02690925,21874.753503507105
1563673020,BTC,USD,10795.962689504915,10796.862734174769,10795.1678054873,10796.862734174769,2.3999789499999995,25906.797036474698
1563673080,BTC,USD,10796.862734174769,10797.301492220473,10795.451474670257,10797.301491650207,6.923286860000001,74728.02831066419
1563673140,BTC,USD,10797.301491650207,10797.301487629189,10794.533305302532,10796.966751653435,36.51283584,394012.542726822
1563673200,BTC,USD,10796.966751653435,10796.698880424396,10793.623129653564,10795.926840013228,8.19963692,88517.7808116984
1563673260,BTC,USD,10795.926840013228,10796.412702681535,10795.494013050169,10795.494013050169,6.4724851700000015,69866.98515483925
1563673320,BTC,USD,10795.494013050169,10795.491105104367,10790.07476269363,10790.699547243972,2.3101952099999994,24924.03408116534
1563673380,BTC,USD,10790.699547243972,10791.653827448568,10789.591299004407,10790.83005760504,13.084631100000005,140996.02293971842
1563673440,BTC,USD,10790.83005760504,10792.927703366373,10790.731953486906,10791.307955802517,21.818940189999992,237565.41312981184
1563673500,BTC,USD,10791.307955802517,10795.252853650114,10783.909245832065,10788.070701144943,54.85816189,591621.5111555229
1563673560,BTC,USD,10788.070701144943,10801.504241522533,10787.257418178917,10801.046512414778,18.29230278,197380.91373166
1563673620,BTC,USD,10801.046512414778,10809.488921090915,10800.034378206896,10808.640344380789,15.765428550000005,170377.87996532852
1563673680,BTC,USD,10808.640344380789,10809.709815695483,10807.307665150842,10809.3558297684,1.87594166,20269.996327369267
1563673740,BTC,USD,10809.3558297684,10809.984578373744,10798.778401860198,10799.490929353544,9.073378470000003,97864.35660997484
1563673800,BTC,USD,10799.490929353544,10799.904969058216,10797.1160431503,10798.21402203816,4.222781028699998,45543.615376696056
1563673860,BTC,USD,10798.21402203816,10807.428338048001,10796.707996537642,10806.870812047924,15.62062425,168653.1009469897
1563673920,BTC,USD,10806.870812047924,10810.731592408769,10803.733609051476,10803.733609051476,27.9135305,301446.6057704434
1563673980,BTC,USD,10803.733609051476,10803.733609051476,10802.562784538804,10803.050104871343,9.204442965499998,99397.86105700817
1563674040,BTC,USD,10803.050104871343,10804.225828637878,10801.162954387964,10803.392182193653,7.79730038,84234.39346831679
1563674100,BTC,USD,10803.392182193653,10804.353937283593,10799.32667831987,10803.956489517632,9.899130099999999,107668.3129657488
1563674160,BTC,USD,10803.956489517632,10804.373175392613,10802.033120252116,10804.159568986055,14.674895387100005,159862.76441597036
1563674220,BTC,USD,10804.159568986055,10806.231817243672,10804.156630552308,10806.231817243672,1.56247187,16867.689680997657
1563674280,BTC,USD,10806.231817243672,10806.54385127109,10805.502686525868,10805.833260233088,0.82493995,8908.25146433841
1563674340,BTC,USD,10805.833260233088,10805.921243219636,10803.492378205887,10805.918319136497,20.67259087,227394.5719261575
1563674400,BTC,USD,10805.918319136497,10806.515834151165,10804.186366746999,10804.435224430774,19.65628954,212575.57264925074
1563674460,BTC,USD,10804.435224430774,10806.553157084028,10804.435224430774,10806.164765089621,3.1375930400000005,33820.71873819728
1563674520,BTC,USD,10806.164765089621,10807.163445993772,10805.693603688234,10807.15514166598,4.49151095,48473.47562133519
1563674580,BTC,USD,10807.15514166598,10807.40116080276,10802.635465588377,10803.060752585548,42.21356144999999,456057.281531016
1563674640,BTC,USD,10803.060752585548,10805.015558788686,10722.229026615374,10723.399836651042,363.33846945,3910699.4978437736
1563674700,BTC,USD,10723.399836651042,10730.790356084737,10650.910937989274,10703.622489201322,909.5199866499997,9706800.798026562
1563674760,BTC,USD,10703.622489201322,10730.057194224073,10706.213628148998,10721.4939966657,129.85138312999993,1390918.637517854
1563674820,BTC,USD,10721.4939966657,10721.54796907817,10688.595953968972,10691.23876790403,125.69779314,1344502.927633907
1563674880,BTC,USD,10691.23876790403,10695.92874858361,10682.391310124762,10689.924149758555,73.03138500000001,780127.1771287884
1563674940,BTC,USD,10689.924149758555,10702.048774853034,10691.233480426728,10699.579576109118,37.26897461000001,398711.90435016603
