time_,price_avg
2021-07-11 00:00:00,33333.19446666667
2021-07-11 00:00:30,33331.41
2021-07-11 00:01:00,33331.279266666665
2021-07-11 00:01:30,33315.438866666664
2021-07-11 00:02:00,33314.25375
2021-07-11 00:02:30,33315.268000000004
2021-07-11 00:03:00,33311.046866666664
2021-07-11 00:03:30,33309.5332
2021-07-11 00:04:00,33309.68825
2021-07-11 00:04:30,33307.66686666667
2021-07-11 00:05:00,33307.0202
2021-07-11 00:05:30,33305.80835
2021-07-11 00:06:00,33305.183300000004
2021-07-11 00:06:30,33295.8422
2021-07-11 00:07:00,33288.3738
2021-07-11 00:07:30,33288.42
2021-07-11 00:08:00,33305.66846666666
2021-07-11 00:08:30,33302.00666666666
2021-07-11 00:09:00,33308.01775
2021-07-11 00:09:30,33302.457800000004
2021-07-11 00:10:00,33304.795333333335
2021-07-11 00:10:30,33304.182499999995
2021-07-11 00:11:00,33308.39076666667
2021-07-11 00:11:30,33306.2322
2021-07-11 00:12:00,33312.38643333333
2021-07-11 00:12:30,33306.049999999996
2021-07-11 00:13:00,33297.67973333333
2021-07-11 00:13:30,33297.68333333333
2021-07-11 00:14:00,33314.182325
2021-07-11 00:14:30,33312.5043
2021-07-11 00:15:00,33309.280399999996
2021-07-11 00:15:30,33309.0328
2021-07-11 00:16:00,33313.80816666666
2021-07-11 00:16:30,33321.978266666665
2021-07-11 00:17:00,33328.248250000004
2021-07-11 00:17:30,33359.467075
2021-07-11 00:18:00,33374.82886666667
2021-07-11 00:18:30,33377.473666666665
2021-07-11 00:19:00,33388.784
2021-07-11 00:19:30,33392.52443333333
2021-07-11 00:20:00,33391.418333333335
2021-07-11 00:20:30,33400.383624999995
2021-07-11 00:21:00,33392.0204
2021-07-11 00:21:30,33387.735466666665
2021-07-11 00:22:00,33386.603233333335
2021-07-11 00:22:30,33383.68
2021-07-11 00:23:00,33384.405366666666
2021-07-11 00:23:30,33390.48
2021-07-11 00:24:00,33423.610075
2021-07-11 00:24:30,33422.13846666666
2021-07-11 00:25:00,33411.8596
2021-07-11 00:25:30,33402.577724999996
2021-07-11 00:26:00,33389.68916666667
2021-07-11 00:26:30,33390.60165
2021-07-11 00:27:00,33401.186733333336
2021-07-11 00:27:30,33400.92585
2021-07-11 00:28:00,33401.306833333336
2021-07-11 00:28:30,33394.93333333334
2021-07-11 00:29:00,33388.572250000005
2021-07-11 00:29:30,33383.8822
2021-07-11 00:30:00,33377.56666666667
2021-07-11 00:30:30,33373.429149999996
2021-07-11 00:31:00,33375.15466666667
2021-07-11 00:31:30,33375.151066666665
2021-07-11 00:32:00,33375.515400000004
2021-07-11 00:32:30,33383.05043333333
2021-07-11 00:33:00,33392.96763333334
2021-07-11 00:33:30,33398.577300000004
2021-07-11 00:34:00,33399.685475
2021-07-11 00:34:30,33392.683033333335
2021-07-11 00:35:00,33393.202900000004
2021-07-11 00:35:30,33386.7675
2021-07-11 00:36:00,33381.49539999999
2021-07-11 00:36:30,33382.408866666665
2021-07-11 00:37:00,33382.406
2021-07-11 00:37:30,33381.46333333333
2021-07-11 00:38:00,33380.64
2021-07-11 00:38:30,33375.16
2021-07-11 00:39:00,33376.18723333334
2021-07-11 00:39:30,33375.18816666667
2021-07-11 00:40:00,33368.9015
2021-07-11 00:40:30,33357.324974999996
2021-07-11 00:41:00,33346.82883333333
2021-07-11 00:41:30,33354.79293333334
2021-07-11 00:42:00,33363.28555
2021-07-11 00:42:30,33370.86636666666
2021-07-11 00:43:00,33368.173566666665
2021-07-11 00:43:30,33363.57036666666
2021-07-11 00:44:00,33361.65027499999
2021-07-11 00:44:30,33360.50553333333
2021-07-11 00:45:00,33371.91063333333
2021-07-11 00:45:30,33375.9311
2021-07-11 00:46:00,33392.19376666667
2021-07-11 00:46:30,33410.7096
2021-07-11 00:47:00,33417.572625
2021-07-11 00:47:30,33419.544466666666
2021-07-11 00:48:00,33415.43306666667
2021-07-11 00:48:30,33419.68755
2021-07-11 00:49:00,33422.6434
2021-07-11 00:49:30,33420.638399999996
2021-07-11 00:50:00,33422.54286666666
2021-07-11 00:50:30,33427.068075
2021-07-11 00:51:00,33431.430766666665
2021-07-11 00:51:30,33431.77016666666
2021-07-11 00:52:00,33434.841375
2021-07-11 00:52:30,33431.02223333333
2021-07-11 00:53:00,33427.09443333333
2021-07-11 00:53:30,33426.9686
2021-07-11 00:54:00,33429.670933333335
2021-07-11 00:54:30,33424.42113333333
2021-07-11 00:55:00,33422.92746666667
2021-07-11 00:55:30,33425.904675
2021-07-11 00:56:00,33430.60685
2021-07-11 00:56:30,33425.12666666667
2021-07-11 00:57:00,33428.21
2021-07-11 00:57:30,33431.590000000004
2021-07-11 00:58:00,33439.29153333334
2021-07-11 00:58:30,33428.04665
2021-07-11 00:59:00,33427.628699999994
2021-07-11 00:59:30,33426.98826666667
2021-07-11 01:00:00,33431.10436666667
2021-07-11 01:00:30,33443.0035
2021-07-11 01:01:00,33459.28466666667
2021-07-11 01:01:30,33457.38553333333
2021-07-11 01:02:00,33455.444325000004
2021-07-11 01:02:30,33461.58356666666
2021-07-11 01:03:00,33465.5841
2021-07-11 01:03:30,33463.2716
2021-07-11 01:04:00,33456.760375
2021-07-11 01:04:30,33444.30843333333
2021-07-11 01:05:00,33438.6362
2021-07-11 01:05:30,33435.39165
2021-07-11 01:06:00,33446.277533333334
2021-07-11 01:06:30,33454.95113333333
2021-07-11 01:07:00,33465.7002
2021-07-11 01:07:30,33457.56915
2021-07-11 01:08:00,33466.776000000005
2021-07-11 01:08:30,33459.87553333333
2021-07-11 01:09:00,33463.7797
2021-07-11 01:09:30,33471.04000000001
2021-07-11 01:10:00,33475.055766666665
2021-07-11 01:10:30,33469.5575
2021-07-11 01:11:00,33494.4645
2021-07-11 01:11:30,33506.67083333333
2021-07-11 01:12:00,33510.302275
2021-07-11 01:12:30,33507.38393333334
2021-07-11 01:13:00,33489.137833333334
2021-07-11 01:13:30,33519.69296666666
2021-07-11 01:14:00,33528.6964
2021-07-11 01:14:30,33529.5503
2021-07-11 01:15:00,33527.99473333333
2021-07-11 01:15:30,33529.298566666665
2021-07-11 01:16:00,33528.427675
2021-07-11 01:16:30,33518.026666666665
2021-07-11 01:17:00,33489.377466666665
2021-07-11 01:17:30,33493.2825
2021-07-11 01:18:00,33520.40373333333
2021-07-11 01:18:30,33514.296650000004
