time_,pos,neg
2021-07-09 20:08:30,4,3
2021-07-09 20:09:00,3,0
2021-07-09 20:09:30,1,0
2021-07-09 20:10:00,3,0
2021-07-09 20:10:30,0,1
2021-07-09 20:11:00,2,0
2021-07-09 20:11:30,3,0
2021-07-09 20:12:00,3,3
2021-07-09 20:12:30,5,1
2021-07-09 20:13:00,3,0
2021-07-09 20:13:30,1,1
2021-07-09 20:14:00,2,1
2021-07-09 20:14:30,3,1
2021-07-09 20:15:00,1,0
2021-07-09 20:15:30,0,1
2021-07-09 20:16:00,3,0
2021-07-09 20:16:30,2,2
2021-07-09 20:17:00,1,0
2021-07-09 20:17:30,0,1
2021-07-09 20:18:00,2,0
2021-07-09 20:18:30,4,2
2021-07-09 20:19:00,2,2
2021-07-09 20:19:30,0,2
2021-07-09 20:20:00,0,2
2021-07-09 20:20:30,1,1
2021-07-09 20:21:00,6,3
2021-07-09 20:21:30,0,2
2021-07-09 20:22:00,3,1
2021-07-09 20:22:30,3,1
2021-07-09 20:23:00,6,0
2021-07-09 20:23:30,3,2
2021-07-09 20:24:00,3,3
2021-07-09 20:24:30,1,0
2021-07-09 20:25:00,1,0
2021-07-09 20:25:30,1,5
2021-07-09 20:26:00,0,2
2021-07-09 20:26:30,3,1
2021-07-09 20:27:00,1,1
2021-07-09 20:27:30,0,0
2021-07-09 20:28:00,4,0
2021-07-09 20:28:30,4,1
2021-07-09 20:29:00,1,0
2021-07-09 20:29:30,2,1
2021-07-09 20:30:00,5,0
2021-07-09 20:30:30,1,1
2021-07-09 20:31:00,3,0
2021-07-09 20:31:30,4,3
2021-07-09 20:32:00,3,1
2021-07-09 20:32:30,2,0
2021-07-09 20:33:00,2,2
2021-07-09 20:33:30,3,1
2021-07-09 20:34:00,3,1
2021-07-09 20:34:30,3,3
2021-07-09 20:35:00,10,2
2021-07-09 20:35:30,7,2
2021-07-09 20:36:00,3,2
2021-07-09 20:36:30,2,3
2021-07-09 20:37:00,5,0
2021-07-09 20:37:30,2,2
2021-07-09 20:38:00,1,0
2021-07-09 20:38:30,2,1
2021-07-09 20:39:00,4,2
2021-07-09 20:39:30,1,0
2021-07-09 20:40:00,2,1
2021-07-09 20:40:30,1,0
2021-07-09 20:41:00,3,2
2021-07-09 20:41:30,4,0
2021-07-09 20:42:00,4,0
2021-07-09 20:42:30,3,2
2021-07-09 20:43:00,1,1
2021-07-09 20:43:30,1,0
2021-07-09 20:44:00,0,0
2021-07-09 20:44:30,1,0
2021-07-09 20:45:00,3,0
2021-07-09 20:45:30,1,2
2021-07-09 20:46:00,1,0
2021-07-09 20:46:30,2,0
2021-07-09 20:47:00,2,2
2021-07-09 20:47:30,1,1
2021-07-09 20:48:00,0,0
2021-07-09 20:48:30,2,0
2021-07-09 20:49:00,2,0
2021-07-09 20:49:30,0,1
2021-07-09 20:50:00,3,1
2021-07-09 20:50:30,3,0
2021-07-09 20:51:00,5,0
2021-07-09 20:51:30,1,0
2021-07-09 20:52:00,0,0
2021-07-09 20:52:30,11,3
2021-07-09 20:53:00,9,1
2021-07-09 20:53:30,4,1
2021-07-09 20:54:00,6,3
2021-07-09 20:54:30,2,3
2021-07-09 20:55:00,3,3
2021-07-09 20:55:30,3,2
2021-07-09 20:56:00,4,0
2021-07-09 20:56:30,7,4
2021-07-09 20:57:00,8,2
2021-07-09 20:57:30,2,0
2021-07-09 20:58:00,4,1
2021-07-09 20:58:30,2,3
2021-07-09 20:59:00,3,0
2021-07-09 20:59:30,0,0
2021-07-09 21:00:00,1,7
2021-07-09 21:00:30,1,0
2021-07-09 21:01:00,2,1
2021-07-09 21:01:30,2,4
2021-07-09 21:02:00,1,0
2021-07-09 21:02:30,2,5
2021-07-09 21:03:00,4,1
2021-07-09 21:03:30,1,0
2021-07-09 21:04:00,0,2
2021-07-09 21:04:30,3,0
2021-07-09 21:05:00,4,4
2021-07-09 21:05:30,3,1
2021-07-09 21:06:00,2,2
2021-07-09 21:06:30,3,0
2021-07-09 21:07:00,0,1
2021-07-09 21:07:30,3,1
2021-07-09 21:08:00,0,1
2021-07-09 21:08:30,2,0
2021-07-09 21:09:00,6,1
2021-07-09 21:09:30,2,2
2021-07-09 21:10:00,3,1
2021-07-09 21:10:30,2,1
2021-07-09 21:11:00,2,0
2021-07-09 21:11:30,0,1
2021-07-09 21:12:00,1,0
2021-07-09 21:12:30,1,0
2021-07-09 21:13:00,2,1
2021-07-09 21:13:30,1,0
2021-07-09 21:14:00,0,0
2021-07-09 21:14:30,1,0
2021-07-09 21:15:00,2,2
2021-07-09 21:15:30,0,1
2021-07-09 21:16:00,1,0
2021-07-09 21:16:30,3,0
2021-07-09 21:17:00,3,1
2021-07-09 21:17:30,3,1
2021-07-09 21:18:00,3,1
2021-07-09 21:18:30,4,0
2021-07-09 21:19:00,5,1
2021-07-09 21:19:30,5,1
2021-07-09 21:20:00,2,0
2021-07-09 21:20:30,2,0
2021-07-09 21:21:00,4,0
2021-07-09 21:21:30,2,1
2021-07-09 21:22:00,5,0
2021-07-09 21:22:30,2,0
2021-07-09 21:23:00,4,1
2021-07-09 21:23:30,2,2
2021-07-09 21:24:00,1,0
2021-07-09 21:24:30,3,0
2021-07-09 21:25:00,1,3
2021-07-09 21:25:30,3,0
2021-07-09 21:26:00,4,1
2021-07-09 21:26:30,3,2
2021-07-09 21:27:00,0,0
2021-07-09 21:27:30,1,0
2021-07-09 21:28:00,2,0
2021-07-09 21:28:30,3,1
2021-07-09 21:29:00,2,1
2021-07-09 21:29:30,1,2
2021-07-09 21:30:00,2,1
2021-07-09 21:30:30,3,2
2021-07-09 21:31:00,1,0
2021-07-09 21:31:30,2,0
2021-07-09 21:32:00,1,1
2021-07-09 21:32:30,1,0
2021-07-09 21:33:00,1,2
2021-07-09 21:33:30,2,1
2021-07-09 21:34:00,2,0
2021-07-09 21:34:30,1,1
2021-07-09 21:35:00,4,0
2021-07-09 21:35:30,2,1
2021-07-09 21:36:00,1,2
2021-07-09 21:36:30,2,2
2021-07-09 21:37:00,2,0
2021-07-09 21:37:30,0,0
2021-07-09 21:38:00,1,0
2021-07-09 21:38:30,2,0
2021-07-09 21:39:00,3,2
2021-07-09 21:39:30,2,1
2021-07-09 21:40:00,4,4
2021-07-09 21:40:30,3,3
2021-07-09 21:41:00,10,1
2021-07-09 21:41:30,3,2
2021-07-09 21:42:00,3,2
2021-07-09 21:42:30,2,0
2021-07-09 21:43:00,1,1
2021-07-09 21:43:30,2,2
2021-07-09 21:44:00,5,2
2021-07-09 21:44:30,2,1
2021-07-09 21:45:00,2,3
2021-07-09 21:45:30,1,1
2021-07-09 21:46:00,1,1
2021-07-09 21:46:30,3,0
2021-07-09 21:47:00,0,0
2021-07-09 21:47:30,2,0
2021-07-09 21:48:00,9,0
2021-07-09 21:48:30,8,2
2021-07-09 21:49:00,9,1
2021-07-09 21:49:30,2,4
2021-07-09 21:50:00,3,0
2021-07-09 21:50:30,5,1
2021-07-09 21:51:00,5,1
2021-07-09 21:51:30,5,0
2021-07-09 21:52:00,4,3
2021-07-09 21:52:30,6,2
2021-07-09 21:53:00,5,2
2021-07-09 21:53:30,5,1
2021-07-09 21:54:00,5,0
2021-07-09 21:54:30,7,1
2021-07-09 21:55:00,3,1
2021-07-09 21:55:30,2,3
2021-07-09 21:56:00,5,0
2021-07-09 21:56:30,1,1
2021-07-09 21:57:00,4,0
2021-07-09 21:57:30,1,2
2021-07-09 21:58:00,1,1
2021-07-09 21:58:30,1,0
2021-07-09 21:59:00,2,1
2021-07-09 21:59:30,5,0
2021-07-09 22:00:00,5,3
2021-07-09 22:00:30,1,0
2021-07-09 22:01:00,7,0
2021-07-09 22:01:30,0,1
2021-07-09 22:02:00,2,1
2021-07-09 22:02:30,2,2
2021-07-09 22:03:00,1,3
2021-07-09 22:03:30,6,1
2021-07-09 22:04:00,1,2
2021-07-09 22:04:30,2,3
2021-07-09 22:05:00,4,3
2021-07-09 22:05:30,1,2
2021-07-09 22:06:00,3,2
2021-07-09 22:06:30,5,3
2021-07-09 22:07:00,6,3
2021-07-09 22:07:30,7,1
2021-07-09 22:08:00,1,1
2021-07-09 22:08:30,1,2
2021-07-09 22:09:00,2,0
2021-07-09 22:09:30,2,2
2021-07-09 22:10:00,8,2
2021-07-09 22:10:30,3,2
2021-07-09 22:11:00,1,0
2021-07-09 22:11:30,3,1
2021-07-09 22:12:00,6,2
2021-07-09 22:12:30,1,1
2021-07-09 22:13:00,4,1
2021-07-09 22:13:30,5,2
2021-07-09 22:14:00,1,1
2021-07-09 22:14:30,3,0
2021-07-09 22:15:00,8,0
2021-07-09 22:15:30,2,0
2021-07-09 22:16:00,1,2
2021-07-09 22:16:30,2,2
2021-07-09 22:17:00,2,4
2021-07-09 22:17:30,3,0
2021-07-09 22:18:00,3,0
2021-07-09 22:18:30,1,0
2021-07-09 22:19:00,1,0
2021-07-09 22:19:30,1,1
2021-07-09 22:20:00,2,0
2021-07-09 22:20:30,4,1
2021-07-09 22:21:00,4,1
2021-07-09 22:21:30,1,1
2021-07-09 22:22:00,1,4
2021-07-09 22:22:30,6,1
2021-07-09 22:23:00,1,1
2021-07-09 22:23:30,2,1
2021-07-09 22:24:00,4,1
2021-07-09 22:24:30,1,2
2021-07-09 22:25:00,4,2
2021-07-09 22:25:30,4,2
2021-07-09 22:26:00,3,1
2021-07-09 22:26:30,0,2
2021-07-09 22:27:00,5,2
2021-07-09 22:27:30,4,0
2021-07-09 22:28:00,2,0
2021-07-09 22:28:30,5,0
2021-07-09 22:29:00,0,0
2021-07-09 22:29:30,1,1
2021-07-09 22:30:00,3,3
2021-07-09 22:30:30,0,0
2021-07-09 22:31:00,1,1
2021-07-09 22:31:30,0,0
2021-07-09 22:32:00,2,1
2021-07-09 22:32:30,2,1
2021-07-09 22:33:00,3,0
2021-07-09 22:33:30,2,0
2021-07-09 22:34:00,1,0
2021-07-09 22:34:30,3,0
2021-07-09 22:35:00,7,2
2021-07-09 22:35:30,3,1
2021-07-09 22:36:00,4,1
2021-07-09 22:36:30,5,1
2021-07-09 22:37:00,1,1
2021-07-09 22:37:30,4,1
2021-07-09 22:38:00,4,0
2021-07-09 22:38:30,1,0
2021-07-09 22:39:00,4,1
2021-07-09 22:39:30,1,2
2021-07-09 22:40:00,5,1
2021-07-09 22:40:30,5,2
2021-07-09 22:41:00,5,3
2021-07-09 22:41:30,2,0
2021-07-09 22:42:00,5,2
2021-07-09 22:42:30,4,3
2021-07-09 22:43:00,2,0
2021-07-09 22:43:30,2,0
2021-07-09 22:44:00,4,4
2021-07-09 22:44:30,0,0
2021-07-09 22:45:00,0,1
2021-07-09 22:45:30,1,1
2021-07-09 22:46:00,0,1
2021-07-09 22:46:30,1,0
2021-07-09 22:47:00,0,1
2021-07-09 22:47:30,2,0
2021-07-09 22:48:00,1,0
2021-07-09 22:48:30,1,2
2021-07-09 22:49:00,2,3
2021-07-09 22:49:30,0,0
2021-07-09 22:50:00,1,3
2021-07-09 22:50:30,0,1
2021-07-09 22:51:00,5,2
2021-07-09 22:51:30,2,0
2021-07-09 22:52:00,0,2
2021-07-09 22:52:30,4,2
2021-07-09 22:53:00,1,0
2021-07-09 22:53:30,1,2
2021-07-09 22:54:00,2,1
2021-07-09 22:54:30,2,0
2021-07-09 22:55:00,3,2
2021-07-09 22:55:30,2,2
2021-07-09 22:56:00,4,3
2021-07-09 22:56:30,2,0
2021-07-09 22:57:00,2,2
2021-07-09 22:57:30,3,1
2021-07-09 22:58:00,1,0
2021-07-09 22:58:30,0,0
2021-07-09 22:59:00,6,1
2021-07-09 22:59:30,3,0
2021-07-09 23:00:00,3,4
2021-07-09 23:00:30,3,1
2021-07-09 23:01:00,0,0
2021-07-09 23:01:30,0,3
2021-07-09 23:02:00,1,1
2021-07-09 23:02:30,1,2
2021-07-09 23:03:00,2,2
2021-07-09 23:03:30,2,1
2021-07-09 23:04:00,1,0
2021-07-09 23:04:30,1,1
2021-07-09 23:05:00,1,2
2021-07-09 23:05:30,0,3
2021-07-09 23:06:00,2,0
2021-07-09 23:06:30,0,0
2021-07-09 23:07:00,3,0
2021-07-09 23:07:30,2,1
2021-07-09 23:08:00,0,1
2021-07-09 23:08:30,1,1
2021-07-09 23:09:00,3,0
2021-07-09 23:09:30,3,2
2021-07-09 23:10:00,1,1
2021-07-09 23:10:30,3,0
2021-07-09 23:11:00,2,1
2021-07-09 23:11:30,2,1
2021-07-09 23:12:00,2,1
2021-07-09 23:12:30,0,0
2021-07-09 23:13:00,3,0
2021-07-09 23:13:30,2,0
2021-07-09 23:14:00,0,0
2021-07-09 23:14:30,1,0
2021-07-09 23:15:00,3,2
2021-07-09 23:15:30,5,0
2021-07-09 23:16:00,1,0
2021-07-09 23:16:30,1,1
2021-07-09 23:17:00,1,0
2021-07-09 23:17:30,2,0
2021-07-09 23:18:00,1,1
2021-07-09 23:18:30,2,0
2021-07-09 23:19:00,1,1
2021-07-09 23:19:30,1,0
2021-07-09 23:20:00,1,0
2021-07-09 23:20:30,1,1
2021-07-09 23:21:00,1,1
2021-07-09 23:21:30,0,1
2021-07-09 23:22:00,4,0
2021-07-09 23:22:30,0,1
2021-07-09 23:23:00,1,0
2021-07-09 23:23:30,0,1
2021-07-09 23:24:00,1,0
2021-07-09 23:24:30,3,0
2021-07-09 23:25:00,1,0
2021-07-09 23:25:30,0,0
2021-07-09 23:26:00,0,0
2021-07-09 23:26:30,1,1
2021-07-09 23:27:00,0,2
2021-07-09 23:27:30,0,1
2021-07-09 23:28:00,3,0
2021-07-09 23:28:30,3,1
2021-07-09 23:29:00,0,0
2021-07-09 23:29:30,2,1
2021-07-09 23:30:00,3,2
2021-07-09 23:30:30,1,4
2021-07-09 23:31:00,1,3
2021-07-09 23:31:30,1,0
2021-07-09 23:32:00,1,2
2021-07-09 23:32:30,2,0
2021-07-09 23:33:00,3,0
2021-07-09 23:33:30,1,1
2021-07-09 23:34:00,0,2
2021-07-09 23:34:30,0,0
2021-07-09 23:35:00,2,0
2021-07-09 23:35:30,1,0
2021-07-09 23:36:00,1,0
2021-07-09 23:36:30,3,0
2021-07-09 23:37:00,0,0
2021-07-09 23:37:30,2,0
2021-07-09 23:38:00,1,2
2021-07-09 23:38:30,0,1
2021-07-09 23:39:00,1,0
2021-07-09 23:39:30,0,3
2021-07-09 23:40:00,4,0
2021-07-09 23:40:30,2,0
2021-07-09 23:41:00,1,0
2021-07-09 23:41:30,2,0
2021-07-09 23:42:00,0,0
2021-07-09 23:42:30,0,1
2021-07-09 23:43:00,1,0
2021-07-09 23:43:30,0,1
2021-07-09 23:44:00,0,0
2021-07-09 23:44:30,1,1
2021-07-09 23:45:00,2,1
2021-07-09 23:45:30,1,0
2021-07-09 23:46:00,0,1
2021-07-09 23:46:30,0,0
2021-07-09 23:47:00,0,0
2021-07-09 23:47:30,1,0
2021-07-09 23:48:00,0,0
2021-07-09 23:48:30,0,0
2021-07-09 23:49:00,2,1
2021-07-09 23:49:30,3,0
2021-07-09 23:50:00,1,0
2021-07-09 23:50:30,1,0
2021-07-09 23:51:00,2,2
2021-07-09 23:51:30,0,1
2021-07-09 23:52:00,1,1
2021-07-09 23:52:30,0,3
2021-07-09 23:53:00,4,3
2021-07-09 23:53:30,1,1
2021-07-09 23:54:00,4,3
2021-07-09 23:54:30,1,0
2021-07-09 23:55:00,0,2
2021-07-09 23:55:30,2,1
2021-07-09 23:56:00,1,0
2021-07-09 23:56:30,1,1
2021-07-09 23:57:00,0,1
2021-07-09 23:57:30,2,0
2021-07-09 23:58:00,1,1
2021-07-09 23:58:30,0,0
2021-07-09 23:59:00,3,2
2021-07-09 23:59:30,2,0
2021-07-10 00:00:00,5,7
2021-07-10 00:00:30,2,1
2021-07-10 00:01:00,3,1
2021-07-10 00:01:30,1,2
2021-07-10 00:02:00,2,2
2021-07-10 00:02:30,3,0
2021-07-10 00:03:00,2,1
2021-07-10 00:03:30,0,1
2021-07-10 00:04:00,2,1
2021-07-10 00:04:30,1,0
2021-07-10 00:05:00,1,4
2021-07-10 00:05:30,2,1
2021-07-10 00:06:00,1,1
2021-07-10 00:06:30,3,0
2021-07-10 00:07:00,1,1
2021-07-10 00:07:30,2,1
2021-07-10 00:08:00,1,0
2021-07-10 00:08:30,1,0
2021-07-10 00:09:00,1,0
2021-07-10 00:09:30,1,1
2021-07-10 00:10:00,3,1
2021-07-10 00:10:30,0,0
2021-07-10 00:11:00,2,1
2021-07-10 00:11:30,3,1
2021-07-10 00:12:00,0,0
2021-07-10 00:12:30,0,1
2021-07-10 00:13:00,3,1
2021-07-10 00:13:30,0,0
2021-07-10 00:14:00,1,0
2021-07-10 00:14:30,0,0
2021-07-10 00:15:00,1,0
2021-07-10 00:15:30,0,1
2021-07-10 00:16:00,2,1
2021-07-10 00:16:30,1,0
2021-07-10 00:17:00,1,4
2021-07-10 00:17:30,0,0
2021-07-10 00:18:00,2,0
2021-07-10 00:18:30,0,0
2021-07-10 00:19:00,6,1
2021-07-10 00:19:30,2,0
2021-07-10 00:20:00,0,2
2021-07-10 00:20:30,3,1
2021-07-10 00:21:00,4,0
2021-07-10 00:21:30,0,0
2021-07-10 00:22:00,3,2
2021-07-10 00:22:30,1,0
2021-07-10 00:23:00,0,1
2021-07-10 00:23:30,0,0
2021-07-10 00:24:00,0,0
2021-07-10 00:24:30,1,0
2021-07-10 00:25:00,0,0
2021-07-10 00:25:30,0,1
2021-07-10 00:26:00,2,0
2021-07-10 00:26:30,1,2
2021-07-10 00:27:00,0,1
2021-07-10 00:27:30,0,1
2021-07-10 00:28:00,1,1
2021-07-10 00:28:30,0,1
2021-07-10 00:29:00,0,2
2021-07-10 00:29:30,1,0
2021-07-10 00:30:00,2,2
2021-07-10 00:30:30,2,0
2021-07-10 00:31:00,0,0
2021-07-10 00:31:30,0,0
2021-07-10 00:32:00,0,1
2021-07-10 00:32:30,2,2
2021-07-10 00:33:00,1,2
2021-07-10 00:33:30,1,1
2021-07-10 00:34:00,0,0
2021-07-10 00:34:30,4,2
2021-07-10 00:35:00,1,2
2021-07-10 00:35:30,4,1
2021-07-10 00:36:00,3,5
2021-07-10 00:36:30,5,1
2021-07-10 00:37:00,4,2
2021-07-10 00:37:30,0,0
2021-07-10 00:38:00,2,2
2021-07-10 00:38:30,1,3
2021-07-10 00:39:00,2,3
2021-07-10 00:39:30,0,0
2021-07-10 00:40:00,2,1
2021-07-10 00:40:30,3,3
2021-07-10 00:41:00,2,1
2021-07-10 00:41:30,2,0
2021-07-10 00:42:00,0,2
2021-07-10 00:42:30,3,0
2021-07-10 00:43:00,1,1
2021-07-10 00:43:30,4,1
2021-07-10 00:44:00,1,1
2021-07-10 00:44:30,3,1
2021-07-10 00:45:00,5,2
2021-07-10 00:45:30,3,1
2021-07-10 00:46:00,0,1
2021-07-10 00:46:30,1,0
2021-07-10 00:47:00,1,0
2021-07-10 00:47:30,0,1
2021-07-10 00:48:00,4,2
2021-07-10 00:48:30,1,1
2021-07-10 00:49:00,1,1
2021-07-10 00:49:30,0,1
2021-07-10 00:50:00,1,2
2021-07-10 00:50:30,4,7
2021-07-10 00:51:00,3,0
2021-07-10 00:51:30,1,1
2021-07-10 00:52:00,4,2
2021-07-10 00:52:30,2,1
2021-07-10 00:53:00,1,0
2021-07-10 00:53:30,2,1
2021-07-10 00:54:00,3,0
2021-07-10 00:54:30,0,0
2021-07-10 00:55:00,1,1
2021-07-10 00:55:30,2,2
2021-07-10 00:56:00,1,0
2021-07-10 00:56:30,0,0
2021-07-10 00:57:00,0,2
2021-07-10 00:57:30,1,1
2021-07-10 00:58:00,1,0
2021-07-10 00:58:30,3,0
2021-07-10 00:59:00,1,1
2021-07-10 00:59:30,2,0
2021-07-10 01:00:00,4,5
2021-07-10 01:00:30,0,1
2021-07-10 01:01:00,0,0
2021-07-10 01:01:30,0,2
2021-07-10 01:02:00,2,2
2021-07-10 01:02:30,4,0
2021-07-10 01:03:00,2,0
2021-07-10 01:03:30,1,0
2021-07-10 01:04:00,1,3
2021-07-10 01:04:30,3,0
2021-07-10 01:05:00,0,1
2021-07-10 01:05:30,1,2
2021-07-10 01:06:00,6,0
2021-07-10 01:06:30,1,0
2021-07-10 01:07:00,1,1
2021-07-10 01:07:30,3,1
2021-07-10 01:09:00,4,2
2021-07-10 01:09:30,1,0
2021-07-10 01:10:00,5,1
2021-07-10 01:10:30,2,1
2021-07-10 01:11:00,2,0
2021-07-10 01:11:30,0,1
2021-07-10 01:12:00,2,2
2021-07-10 01:12:30,3,3
2021-07-10 01:13:00,3,0
2021-07-10 01:13:30,1,0
2021-07-10 01:14:00,1,2
2021-07-10 01:14:30,0,1
2021-07-10 01:15:00,1,0
2021-07-10 01:15:30,1,0
2021-07-10 01:16:00,3,0
2021-07-10 01:16:30,3,2
2021-07-10 01:17:00,0,1
2021-07-10 01:17:30,1,0
2021-07-10 01:18:00,2,2
2021-07-10 01:18:30,3,0
2021-07-10 01:19:00,2,2
2021-07-10 01:19:30,0,2
2021-07-10 01:20:00,1,1
2021-07-10 01:20:30,1,0
2021-07-10 01:21:00,0,0
2021-07-10 01:21:30,1,0
2021-07-10 01:22:00,3,0
2021-07-10 01:22:30,1,1
2021-07-10 01:23:00,0,0
2021-07-10 01:23:30,2,0
2021-07-10 01:24:00,1,2
2021-07-10 01:24:30,4,1
2021-07-10 01:25:00,0,0
2021-07-10 01:25:30,1,1
2021-07-10 01:26:00,1,3
2021-07-10 01:26:30,1,0
2021-07-10 01:27:00,0,1
2021-07-10 01:27:30,1,0
2021-07-10 01:28:00,2,0
2021-07-10 01:28:30,2,0
2021-07-10 01:29:00,0,1
2021-07-10 01:29:30,0,0
2021-07-10 01:30:00,3,2
2021-07-10 01:30:30,1,2
2021-07-10 01:31:00,1,1
2021-07-10 01:31:30,0,0
2021-07-10 01:32:00,2,0
2021-07-10 01:32:30,3,0
2021-07-10 01:33:00,0,0
2021-07-10 01:33:30,0,1
2021-07-10 01:34:00,1,0
2021-07-10 01:34:30,2,0
2021-07-10 01:35:00,1,1
2021-07-10 01:35:30,1,0
2021-07-10 01:36:00,2,0
2021-07-10 01:36:30,0,0
2021-07-10 01:37:00,1,0
2021-07-10 01:37:30,0,1
2021-07-10 01:38:00,2,2
2021-07-10 01:38:30,3,1
2021-07-10 01:39:00,1,0
2021-07-10 01:39:30,2,2
2021-07-10 01:40:00,1,1
2021-07-10 01:40:30,1,0
2021-07-10 01:41:00,2,0
2021-07-10 01:41:30,0,3
2021-07-10 01:42:00,1,0
2021-07-10 01:42:30,1,0
2021-07-10 01:43:00,1,1
2021-07-10 01:43:30,2,0
2021-07-10 01:44:00,5,0
2021-07-10 01:44:30,4,0
2021-07-10 01:45:00,3,2
2021-07-10 01:45:30,8,3
2021-07-10 01:46:00,4,2
2021-07-10 01:46:30,0,0
2021-07-10 01:47:00,2,1
2021-07-10 01:47:30,2,2
2021-07-10 01:48:00,1,1
2021-07-10 01:48:30,1,0
2021-07-10 01:49:00,0,0
2021-07-10 01:49:30,2,0
2021-07-10 01:50:00,0,0
2021-07-10 01:51:00,1,0
2021-07-10 01:51:30,1,1
2021-07-10 01:52:00,0,1
2021-07-10 01:52:30,0,0
2021-07-10 01:53:00,2,1
2021-07-10 01:53:30,2,1
2021-07-10 01:54:00,0,1
2021-07-10 01:54:30,1,0
2021-07-10 01:55:00,0,0
2021-07-10 01:55:30,1,0
2021-07-10 01:56:00,0,1
2021-07-10 01:56:30,3,0
2021-07-10 01:57:00,0,0
2021-07-10 01:57:30,2,0
2021-07-10 01:58:00,1,0
2021-07-10 01:58:30,2,2
2021-07-10 01:59:00,3,0
2021-07-10 01:59:30,0,3
2021-07-10 02:00:00,2,2
2021-07-10 02:00:30,1,0
2021-07-10 02:01:00,3,2
2021-07-10 02:01:30,0,1
2021-07-10 02:02:00,0,2
2021-07-10 02:02:30,1,0
2021-07-10 02:03:00,1,1
2021-07-10 02:03:30,4,1
2021-07-10 02:04:00,0,2
2021-07-10 02:04:30,2,2
2021-07-10 02:05:00,4,0
2021-07-10 02:05:30,0,1
2021-07-10 02:06:00,1,0
2021-07-10 02:06:30,1,0
2021-07-10 02:07:00,2,1
2021-07-10 02:07:30,2,1
2021-07-10 02:08:00,0,2
2021-07-10 02:08:30,2,0
2021-07-10 02:09:00,2,1
2021-07-10 02:09:30,1,0
2021-07-10 02:10:00,1,0
2021-07-10 02:10:30,1,0
2021-07-10 02:11:00,3,1
2021-07-10 02:11:30,4,0
2021-07-10 02:12:00,2,0
2021-07-10 02:12:30,2,0
2021-07-10 02:13:00,1,1
2021-07-10 02:13:30,1,0
2021-07-10 02:14:00,0,0
2021-07-10 02:14:30,2,0
2021-07-10 02:15:00,1,2
2021-07-10 02:15:30,4,0
2021-07-10 02:16:00,1,0
2021-07-10 02:16:30,2,0
2021-07-10 02:17:00,1,2
2021-07-10 02:17:30,1,0
2021-07-10 02:18:00,3,1
2021-07-10 02:18:30,0,0
2021-07-10 02:19:00,3,2
2021-07-10 02:19:30,3,0
2021-07-10 02:20:00,1,0
2021-07-10 02:20:30,2,0
2021-07-10 02:21:00,0,0
2021-07-10 02:21:30,3,0
2021-07-10 02:22:00,2,0
2021-07-10 02:22:30,3,2
2021-07-10 02:23:00,1,0
2021-07-10 02:23:30,2,0
2021-07-10 02:24:00,3,1
2021-07-10 02:24:30,2,2
2021-07-10 02:25:00,2,1
2021-07-10 02:25:30,3,0
2021-07-10 02:26:00,1,0
2021-07-10 02:26:30,1,1
2021-07-10 02:27:00,1,0
2021-07-10 02:27:30,1,0
2021-07-10 02:28:00,1,0
2021-07-10 02:28:30,1,4
2021-07-10 02:29:00,1,1
2021-07-10 02:29:30,1,1
2021-07-10 02:30:00,2,1
2021-07-10 02:30:30,1,0
2021-07-10 02:31:00,0,0
2021-07-10 02:31:30,2,1
2021-07-10 02:32:00,2,0
2021-07-10 02:32:30,0,0
2021-07-10 02:33:00,2,0
2021-07-10 02:33:30,3,0
2021-07-10 02:34:00,0,1
2021-07-10 02:34:30,4,0
2021-07-10 02:35:30,4,1
2021-07-10 02:36:00,1,0
2021-07-10 02:36:30,2,0
2021-07-10 02:37:00,0,0
2021-07-10 02:37:30,4,0
2021-07-10 02:38:00,3,0
2021-07-10 02:38:30,2,0
2021-07-10 02:39:00,2,1
2021-07-10 02:39:30,1,0
2021-07-10 02:40:00,1,0
2021-07-10 02:40:30,3,1
2021-07-10 02:41:00,1,1
2021-07-10 02:41:30,0,1
2021-07-10 02:42:00,1,0
2021-07-10 02:43:00,1,2
2021-07-10 02:43:30,0,2
2021-07-10 02:44:00,3,0
2021-07-10 02:44:30,0,0
2021-07-10 02:45:00,1,0
2021-07-10 02:45:30,0,1
2021-07-10 02:46:00,3,1
2021-07-10 02:46:30,2,0
2021-07-10 02:47:00,0,0
2021-07-10 02:47:30,2,1
2021-07-10 02:48:00,2,1
2021-07-10 02:48:30,0,0
2021-07-10 02:49:00,0,0
2021-07-10 02:49:30,3,0
2021-07-10 02:50:00,4,2
2021-07-10 02:50:30,1,0
2021-07-10 02:51:00,3,0
2021-07-10 02:51:30,0,1
2021-07-10 02:52:00,0,1
2021-07-10 02:52:30,1,0
2021-07-10 02:53:00,1,1
2021-07-10 02:53:30,3,1
2021-07-10 02:54:00,2,0
2021-07-10 02:54:30,0,0
2021-07-10 02:55:00,1,4
2021-07-10 02:55:30,0,2
2021-07-10 02:56:00,1,0
2021-07-10 02:56:30,0,2
2021-07-10 02:57:00,0,3
2021-07-10 02:57:30,0,1
2021-07-10 02:59:00,1,1
2021-07-10 02:59:30,3,0
2021-07-10 03:00:00,2,3
2021-07-10 03:00:30,0,0
2021-07-10 03:01:00,1,1
2021-07-10 03:01:30,0,0
2021-07-10 03:02:00,2,2
2021-07-10 03:02:30,0,0
2021-07-10 03:03:00,1,0
